,m_n,avg_error,std_error,task,sigma,summary,config,name
21,5,0.2366,0.0269,0,2,"{'_step': 1010, 'epoch': 100, '_wandb': {'runtime': 771}, 'avg_err': 0.2366, 'std_err': 0.0269, 'train_loss': 0.3595, 'run_num': 9, '_runtime': 772.8403177261353, 'train_acc': 0.8483, '_timestamp': 1661792565.8779416, 'final_test_err': 0.24350000000000005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",pyal2irq
22,10,0.2476,0.0284,0,2,"{'final_test_err': 0.247, '_step': 1010, 'avg_err': 0.2476, 'std_err': 0.0284, '_runtime': 864.1864199638367, 'train_acc': 0.8882, '_timestamp': 1661792784.837237, 'train_loss': 0.2955, 'epoch': 100, '_wandb': {'runtime': 863}, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1lx48i6f
23,20,0.2624,0.0281,0,2,"{'_step': 1010, 'epoch': 100, '_wandb': {'runtime': 986}, '_runtime': 987.3821818828584, '_timestamp': 1661792923.045012, 'final_test_err': 0.27549999999999997, 'avg_err': 0.2624, 'run_num': 9, 'std_err': 0.0281, 'train_acc': 0.9257, 'train_loss': 0.2096}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1jyxpnl2
24,0,0.2462,0.0253,0,3,"{'_timestamp': 1661794208.0603795, 'train_loss': 0.4319, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 522}, 'avg_err': 0.2462, 'std_err': 0.0253, 'run_num': 9, '_runtime': 523.313515663147, 'train_acc': 0.82, 'final_test_err': 0.247}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1d5hx65c
25,1,0.2601,0.0199,0,3,"{'_step': 1010, 'run_num': 9, '_timestamp': 1661794265.3382208, 'train_acc': 0.72, 'train_loss': 0.5302, 'final_test_err': 0.2945, 'epoch': 100, '_wandb': {'runtime': 561}, 'avg_err': 0.2601, 'std_err': 0.0199, '_runtime': 562.4859199523926}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1a7xuadu
26,2,0.2588,0.0301,0,3,"{'final_test_err': 0.268, '_step': 1010, 'train_loss': 0.4682, 'avg_err': 0.2588, 'run_num': 9, 'std_err': 0.0301, '_runtime': 583.2322316169739, 'train_acc': 0.7833, '_timestamp': 1661794444.9265735, 'epoch': 100, '_wandb': {'runtime': 582}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1wj6togo
27,3,0.2429,0.0225,0,3,"{'_timestamp': 1661794606.6861932, 'final_test_err': 0.21750000000000003, '_step': 1010, 'avg_err': 0.2429, 'run_num': 9, 'std_err': 0.0225, '_runtime': 697.3508353233337, 'epoch': 100, '_wandb': {'runtime': 696}, 'train_acc': 0.8125, 'train_loss': 0.4247}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",ahi0lkrf
28,4,0.2546,0.0281,0,3,"{'_timestamp': 1661794756.8205073, '_step': 1010, 'std_err': 0.0281, 'train_acc': 0.812, 'run_num': 9, '_runtime': 755.7342212200165, 'train_loss': 0.4265, 'final_test_err': 0.228, 'epoch': 100, '_wandb': {'runtime': 755}, 'avg_err': 0.2546}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1ghog5kf
29,5,0.261,0.0317,0,3,"{'_step': 1010, 'epoch': 100, '_wandb': {'runtime': 775}, 'std_err': 0.0317, 'train_acc': 0.815, 'final_test_err': 0.25649999999999995, 'avg_err': 0.261, 'run_num': 9, '_runtime': 776.0728776454926, '_timestamp': 1661794853.2933576, 'train_loss': 0.3932}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",14gpbgfz
30,10,0.2675,0.0301,0,3,"{'train_acc': 0.8718, '_timestamp': 1661795026.6754432, 'train_loss': 0.3045, 'final_test_err': 0.29500000000000004, '_wandb': {'runtime': 813}, 'run_num': 9, 'std_err': 0.0301, '_runtime': 814.7364592552185, '_step': 1010, 'epoch': 100, 'avg_err': 0.2675}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1om9vpr7
31,20,0.2864,0.0322,0,3,"{'epoch': 100, '_wandb': {'runtime': 919}, 'std_err': 0.0322, 'train_acc': 0.9167, '_step': 1010, 'avg_err': 0.2864, 'run_num': 9, '_runtime': 920.5505809783936, '_timestamp': 1661795187.532874, 'train_loss': 0.2283, 'final_test_err': 0.32199999999999995}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 3, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1h1uojwn
32,0,0.2462,0.0253,0,4,"{'_wandb': {'runtime': 520}, 'avg_err': 0.2462, 'run_num': 9, 'train_acc': 0.82, '_timestamp': 1661805030.7638338, 'final_test_err': 0.247, '_step': 1010, 'std_err': 0.0253, '_runtime': 521.343683719635, 'train_loss': 0.4319, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2gux1qqp
33,1,0.2666,0.0233,0,4,"{'run_num': 9, 'std_err': 0.0233, '_runtime': 540.293384552002, 'epoch': 100, '_wandb': {'runtime': 539}, 'avg_err': 0.2666, 'train_acc': 0.735, '_timestamp': 1661805055.6863236, 'train_loss': 0.5368, 'final_test_err': 0.29100000000000004, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2rp5ndwl
34,2,0.272,0.0343,0,4,"{'train_acc': 0.7933, '_timestamp': 1661805092.400402, 'train_loss': 0.4609, '_wandb': {'runtime': 546}, 'run_num': 9, 'avg_err': 0.272, 'std_err': 0.0343, '_runtime': 547.5572140216827, 'final_test_err': 0.259, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3exhogf6
35,3,0.2574,0.0287,0,4,"{'_step': 1010, 'avg_err': 0.2574, 'std_err': 0.0287, '_runtime': 679.8686220645905, '_timestamp': 1661805302.705444, 'epoch': 100, '_wandb': {'runtime': 679}, 'run_num': 9, 'train_acc': 0.82, 'train_loss': 0.4254, 'final_test_err': 0.22150000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",v3lyww8u
36,4,0.2717,0.0358,0,4,"{'epoch': 100, 'run_num': 9, 'std_err': 0.0358, 'final_test_err': 0.265, '_step': 1010, '_wandb': {'runtime': 722}, 'avg_err': 0.2717, '_runtime': 722.4601743221283, 'train_acc': 0.804, '_timestamp': 1661805383.3469002, 'train_loss': 0.4283}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",31sjaj8g
37,5,0.2751,0.0304,0,4,"{'std_err': 0.0304, '_runtime': 743.9928789138794, 'final_test_err': 0.2915, '_step': 1010, '_wandb': {'runtime': 743}, 'run_num': 9, 'train_acc': 0.8217, '_timestamp': 1661805666.131816, 'train_loss': 0.3991, 'epoch': 100, 'avg_err': 0.2751}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2d0ckqma
38,10,0.2808,0.0266,0,4,"{'run_num': 9, 'std_err': 0.0266, '_timestamp': 1661805806.4958825, 'train_loss': 0.3371, '_step': 1010, 'epoch': 100, 'avg_err': 0.2808, 'final_test_err': 0.31799999999999995, '_wandb': {'runtime': 820}, '_runtime': 821.248423576355, 'train_acc': 0.8509}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",22nq5mjc
39,20,0.3071,0.0367,0,4,"{'epoch': 100, 'run_num': 9, 'std_err': 0.0367, '_timestamp': 1661805986.3962278, 'train_loss': 0.2867, 'final_test_err': 0.365, '_step': 1010, '_wandb': {'runtime': 962}, 'avg_err': 0.3071, '_runtime': 962.8434507846832, 'train_acc': 0.8771}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 4, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3t2t58fx
40,0,0.2462,0.0253,0,5,"{'_step': 1010, 'avg_err': 0.2462, '_runtime': 510.68603587150574, 'train_acc': 0.82, 'train_loss': 0.4319, 'epoch': 100, '_wandb': {'runtime': 509}, 'run_num': 9, 'std_err': 0.0253, '_timestamp': 1661807235.099362, 'final_test_err': 0.247}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",24ilx5ql
41,1,0.2714,0.0261,0,5,"{'_runtime': 547.222250699997, 'train_acc': 0.73, '_step': 1010, 'epoch': 100, 'avg_err': 0.2714, 'std_err': 0.0261, 'final_test_err': 0.29500000000000004, '_wandb': {'runtime': 546}, 'run_num': 9, '_timestamp': 1661807281.8987076, 'train_loss': 0.5358}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3qjd4pb7
42,2,0.2736,0.0382,0,5,"{'_wandb': {'runtime': 565}, 'run_num': 9, '_runtime': 566.6147186756134, 'train_loss': 0.4598, '_step': 1010, 'epoch': 100, 'avg_err': 0.2736, 'std_err': 0.0382, 'train_acc': 0.81, '_timestamp': 1661807362.5931227, 'final_test_err': 0.26749999999999996}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3uyfwtaw
43,3,0.2642,0.0383,0,5,"{'avg_err': 0.2642, '_runtime': 687.9275114536285, '_timestamp': 1661807545.3761034, 'train_loss': 0.4541, 'final_test_err': 0.226, 'train_acc': 0.81, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 686}, 'run_num': 9, 'std_err': 0.0383}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3n9rt4sl
44,4,0.2779,0.0384,0,5,"{'_timestamp': 1661807676.4955156, 'train_loss': 0.4605, '_step': 1010, '_wandb': {'runtime': 734}, 'std_err': 0.0384, '_runtime': 735.1839065551758, 'final_test_err': 0.259, 'epoch': 100, 'avg_err': 0.2779, 'run_num': 9, 'train_acc': 0.794}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3rpjpdu4
45,5,0.2821,0.0319,0,5,"{'_step': 1010, 'epoch': 100, 'avg_err': 0.2821, 'run_num': 9, 'final_test_err': 0.28400000000000003, '_wandb': {'runtime': 753}, 'std_err': 0.0319, '_runtime': 754.5174822807312, 'train_acc': 0.82, '_timestamp': 1661807810.6553123, 'train_loss': 0.4111}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1r8wpzvs
46,10,0.2844,0.0265,0,5,"{'avg_err': 0.2844, 'std_err': 0.0265, 'final_test_err': 0.2925, '_timestamp': 1661808057.5844524, 'train_loss': 0.3801, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 833}, 'run_num': 9, '_runtime': 834.3917183876038, 'train_acc': 0.8218}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2j5pjfsa
47,20,0.3086,0.0327,0,5,"{'std_err': 0.0327, 'final_test_err': 0.37150000000000005, '_wandb': {'runtime': 964}, 'run_num': 9, 'avg_err': 0.3086, '_runtime': 965.2992260456084, 'train_acc': 0.861, '_timestamp': 1661808205.056246, 'train_loss': 0.3239, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 5, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",14ig8v65
48,0,0.2462,0.0253,0,6,"{'_step': 1010, '_wandb': {'runtime': 522}, 'run_num': 9, '_timestamp': 1661809475.2700613, 'train_loss': 0.4319, 'epoch': 100, 'avg_err': 0.2462, 'std_err': 0.0253, '_runtime': 522.4581761360168, 'train_acc': 0.82, 'final_test_err': 0.247}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2cfonk89
49,1,0.2725,0.0277,0,6,"{'std_err': 0.0277, 'train_acc': 0.73, '_timestamp': 1661809493.777269, 'final_test_err': 0.29100000000000004, 'epoch': 100, '_wandb': {'runtime': 538}, 'run_num': 9, 'train_loss': 0.5336, '_step': 1010, 'avg_err': 0.2725, '_runtime': 538.9583899974823}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2uobayeg
50,2,0.2784,0.0408,0,6,"{'train_loss': 0.4558, '_step': 1010, '_wandb': {'runtime': 573}, 'avg_err': 0.2784, 'run_num': 9, '_runtime': 574.3240599632263, 'train_acc': 0.7867, 'epoch': 100, 'std_err': 0.0408, '_timestamp': 1661809662.700056, 'final_test_err': 0.274}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 6, 'target': 0, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",23436st7
